,id,year,month,lat,lon,country,land_use_type,crop_primary,crop_secondary,water,intensity,source_type,source_class,source_description,use_validation
2949,61409,2016,3,-16.80198376,-48.46272047,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2950,61408,2016,3,-16.84767723,-48.49602561,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2951,61407,2016,3,-16.84259661,-48.48571275,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2952,61406,2016,3,-16.85149849,-48.50060053,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2953,61405,2016,3,-16.79406678,-48.62572735,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2954,61404,2016,3,-16.82665821,-48.56700716,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2955,61403,2016,3,-16.85890332,-48.43004324,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2956,61402,2016,3,-17.30646064,-48.70951358,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2957,61401,2016,3,-17.31537779,-48.70730656,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2958,61400,2016,3,-16.98253678,-48.30307522,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2959,61399,2016,3,-16.87353023,-47.81450169,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2960,61397,2016,3,-16.78442667,-47.63857851,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2961,61396,2016,3,-16.7833197,-47.64332294,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2963,61394,2016,3,-16.70816942,-47.67357516,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2964,61392,2016,3,-16.62809041,-47.54094439,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2965,61391,2016,3,-16.62268408,-47.52745826,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2966,61390,2016,3,-16.61635746,-47.53838144,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2967,61387,2016,3,-17.00202024,-47.63786854,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2968,61386,2016,3,-17.08040542,-47.53634769,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2969,61385,2016,3,-16.99971557,-47.31129455,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2970,61384,2016,3,-16.78652996,-47.32714827,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2971,61383,2016,3,-16.76529414,-47.161961,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2972,61380,2016,3,-16.84833809,-46.89170895,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2973,61379,2016,3,-16.79642564,-47.1180346,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2974,61378,2016,3,-16.72961411,-47.08342355,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2975,61377,2016,3,-16.63689759,-47.10374449,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2976,61376,2016,3,-16.57175917,-47.07988795,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2977,61374,2016,3,-16.36195145,-46.95676724,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2978,61373,2016,3,-16.49999192,-47.09771004,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2979,61370,2016,3,-16.54320404,-47.2908093,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2980,61369,2016,3,-16.47253464,-47.16760345,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2981,61367,2016,3,-16.52512042,-47.169800099999996,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2982,61366,2016,3,-16.5560963,-47.17628685,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2983,61365,2016,3,-16.5535066,-47.20141992,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2984,61364,2016,3,-16.59539633,-47.33002391,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2986,61362,2016,3,-16.60128413,-47.33409329,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2988,61360,2016,3,-16.61652795,-47.29939845,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2989,61359,2016,3,-16.36437688,-47.24078834,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2990,61358,2016,3,-16.35130663,-47.14792933,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2991,61357,2016,3,-16.14178876,-47.43835022,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2993,61355,2016,3,-16.04251781,-47.32336115,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2994,61354,2016,3,-16.01844982,-47.35064766,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2996,61352,2016,3,-16.02536553,-47.4302974,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2997,61351,2016,3,-15.96274706,-47.38683951,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2998,61350,2016,3,-15.96959758,-47.42990143,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
2999,61349,2016,3,-15.89109141,-47.4410376,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3000,61348,2016,3,-15.89144811,-47.43551103,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3001,61342,2016,3,-15.91050351,-47.37068876,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3003,61340,2016,3,-15.97023075,-47.10497191,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3004,61338,2016,3,-15.94906669,-47.12580259,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3005,61337,2016,3,-15.87281884,-46.90310109,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3006,61336,2016,3,-16.15890042,-47.00283383,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3007,61335,2016,3,-15.61485569,-46.409418200000005,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3008,61332,2016,3,-16.47087604,-46.67552729,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3009,61331,2016,3,-16.81192763,-46.82211037,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3010,61329,2016,3,-16.81690231,-46.69554964,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3011,61328,2016,3,-16.73146732,-46.40012217,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3012,61326,2016,3,-16.63335738,-46.50663722,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3015,61323,2016,3,-16.65417338,-46.47486029,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3016,61322,2016,3,-16.14776932,-45.81725567,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3017,61321,2016,3,-16.20356967,-45.55689139,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3018,61320,2016,3,-15.58775437,-45.46701963,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3019,61319,2016,3,-15.22518539,-45.64598224,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3020,61318,2016,3,-15.22681989,-45.65198152,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3021,61317,2016,3,-14.55706698,-45.8171831,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3022,61316,2016,3,-14.76680444,-46.52662009,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3023,61314,2016,3,-14.96103524,-46.42631904,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3024,61313,2016,3,-14.91506806,-46.49386893,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3025,61312,2016,3,-14.75155292,-46.49715496,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3026,61311,2016,3,-15.04228422,-46.40294044,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3027,61308,2016,3,-15.15957686,-46.58196612,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3028,61307,2016,3,-15.33405391,-47.06706121,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3030,61304,2016,3,-15.65123259,-47.15483337,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3031,61303,2016,3,-15.68729715,-47.33381294,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3032,61301,2016,3,-15.82390686,-47.36611027,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3033,61299,2016,3,-15.85717442,-47.43464091,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3034,61298,2016,3,-15.794198499999998,-47.44470608,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3035,61297,2016,3,-15.78921039,-47.44732042,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3036,61296,2016,3,-15.73176557,-47.40298768,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3038,61292,2016,3,-12.09440172,-45.71024519,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3039,61288,2016,3,-12.25585395,-45.90756598,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3040,61287,2016,3,-12.11941294,-45.92195599,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3041,61286,2016,3,-12.12044445,-45.92969319,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3042,61285,2016,3,-14.31776947,-49.03045057,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3043,61284,2016,3,-14.91294331,-48.90933577,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3044,61283,2016,3,-14.93971608,-49.22677904,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3045,61282,2016,3,-14.94428406,-49.223755100000005,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3048,61279,2016,3,-14.95263312,-49.22618829,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3050,61276,2016,3,-14.95155066,-49.23680883,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3051,61273,2016,3,-14.94318785,-49.23887305,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
3052,61272,2016,3,-14.93967954,-49.23783919,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014"". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>""",False
