id,year,month,lat,lon,country,land_use_type,crop_primary,crop_secondary,water,intensity,source_type,source_class,source_description,use_validation
58400,2016,3,-23.3300561,-48.91362761,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58399,2016,3,-23.32930809,-48.9069159,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58397,2016,3,-23.32421639,-48.91593136,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58395,2016,3,-23.31031384,-48.91116845,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58393,2016,3,-23.30566857,-48.90236715,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58392,2016,3,-23.31430664,-48.90348073,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58391,2016,3,-23.31014898,-48.89528859,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58390,2016,3,-23.30714306,-48.88266692,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58387,2016,3,-23.24282643,-48.85073035,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58386,2016,3,-23.26529386,-48.84279259,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58385,2016,3,-23.26554705,-48.8511385,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58384,2016,3,-23.27180841,-48.85073823,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58383,2016,3,-23.27424825,-48.84211838,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58381,2016,3,-23.09698714,-48.81954386,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58380,2016,3,-23.08693217,-48.82291249,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58377,2016,3,-23.06772656,-48.74901151,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58375,2016,3,-23.05584091,-48.78969844,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58374,2016,3,-23.05953488,-48.78209403,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58373,2016,3,-23.04964806,-48.79649568,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58371,2016,3,-23.04097,-48.80386355,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58370,2016,3,-23.07651174,-48.83266805,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58369,2016,3,-23.03207408,-48.93175675,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58368,2016,3,-23.03493465,-48.93325656,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58365,2016,3,-23.13245686,-49.20030126,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58364,2016,3,-23.14353659,-49.20453272,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58363,2016,3,-23.14911039,-49.19410611,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58361,2016,3,-23.21386207,-49.051914,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58360,2016,3,-23.20727531,-49.04790367,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58359,2016,3,-23.30816761,-49.11070834,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58358,2016,3,-23.30930624,-49.05825143,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58357,2016,3,-23.33979737,-49.06553603,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58356,2016,3,-23.35845352,-49.0603126,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58355,2016,3,-23.36634967,-49.05551136,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58354,2016,3,-23.35521061,-49.15816216,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58353,2016,3,-23.40408487,-49.13886793,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58352,2016,3,-23.31686654,-49.12995968,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58351,2016,3,-23.31210968,-49.12719489,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58349,2016,3,-23.31967483,-49.2357635,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58348,2016,3,-23.32620369,-49.24394574,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58347,2016,3,-23.36834884,-49.25845823,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58346,2016,3,-23.37156122,-49.23211382,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58344,2016,3,-23.42144602,-49.27342177,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58343,2016,3,-23.42737584,-49.2758447,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58342,2016,3,-23.42550731,-49.26884242,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58340,2016,3,-23.40598902,-49.28171107,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58339,2016,3,-23.394392,-49.27688407,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58338,2016,3,-23.40078263,-49.26823503,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58336,2016,3,-23.40845217,-49.31721904,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58335,2016,3,-23.41146571,-49.30440117,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58334,2016,3,-23.41639817,-49.31381089,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58330,2016,3,-23.15655338,-49.22486048,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58329,2016,3,-23.15677343,-49.2151015,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58328,2016,3,-23.14813823,-49.21795541,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58324,2016,3,-23.17264452,-49.31961322,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58323,2016,3,-23.17288498,-49.31148422,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58322,2016,3,-23.17935832,-49.32873582,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58320,2016,3,-23.12415351,-49.3331657,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58319,2016,3,-23.11824951,-49.32803077,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58318,2016,3,-23.11722091,-49.33456972,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58317,2016,3,-23.12032079,-49.34148317,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58316,2016,3,-23.12649499,-49.3548879,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58315,2016,3,-23.12934879,-49.36491789,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58314,2016,3,-23.12135424,-49.36368456,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58313,2016,3,-23.11522064,-49.34510805,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58312,2016,3,-23.10148278,-49.34843499,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58311,2016,3,-23.10744701,-49.3586926,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58310,2016,3,-23.11190969,-49.36356455,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58309,2016,3,-23.10063992,-49.33938493,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58308,2016,3,-23.10402127,-49.32661064,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58307,2016,3,-23.10958945,-49.34274247,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58305,2016,3,-23.12392357,-49.32105308,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58304,2016,3,-23.13573647,-49.30498233,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58303,2016,3,-23.13712421,-49.31189445,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58302,2016,3,-23.14419141,-49.30862103,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58301,2016,3,-23.0637685,-49.30614929,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58300,2016,3,-22.96355221,-49.29693939,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58299,2016,3,-22.87020182,-49.32425413,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58296,2016,3,-22.86096973,-49.21327578,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58293,2016,3,-22.93390709,-49.22851021,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58292,2016,3,-22.91537578,-49.15020637,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58290,2016,3,-22.96923945,-49.04459984,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58289,2016,3,-22.97315113,-49.05256617,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58288,2016,3,-22.95716523,-49.10701921,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58287,2016,3,-22.94932102,-49.10353425,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58286,2016,3,-22.9501444,-49.09202844,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58285,2016,3,-22.93291279,-49.10405749,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58284,2016,3,-22.93859036,-49.10670032,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58283,2016,3,-22.9443013,-49.10904828,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58281,2016,3,-23.02393009,-49.03685301,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58280,2016,3,-23.02121998,-49.02870319,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58279,2016,3,-22.96258664,-49.03956913,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58277,2016,3,-22.97280058,-48.76757838,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58276,2016,3,-22.5850851,-48.96979997,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
58272,2016,3,-22.84742276,-49.50907706,Brazil,1,0,0,2,0,derived,,"ANA e Embrapa Milho e Sorgo_ 2016. "Levantamento da Agricultura Irrigada por Pivos Centrais no Brasil - ano 2014". Disponivel em: <http://www.ana.gov.br/metadados/> e <http://www.snirh.gov.br/>",False
